,Instructor_ID,Student_ID,Session_ID,Year,Month,Day,Aircraft,Duration,Training_Type,Exercises,Licence,Season
1,1,1,1,2019,10,8,C-152,1.1,LF_dual,1,PPL,Fall
2,1,1,2,2019,10,15,C-172,1.1,LF_dual,"1,2,3,4,5",PPL,Fall
3,1,1,3,2019,11,6,C-172,0.8,LF_dual,6,PPL,Fall
4,1,1,4,2019,11,26,C-172,0.8,LF_dual,"7,8,9,30",PPL,Fall
5,1,1,6,2020,1,7,C-172,1.1,LF_dual,"5,6,7,8,9,30",PPL,Winter
6,1,1,7,2020,1,15,C-172,0.9,LF_dual,"9,30",PPL,Winter
7,1,1,8,2020,1,21,C-172,1,LF_dual,"9,10,11,30",PPL,Winter
8,1,1,9,2020,1,23,C-172,1.1,LF_dual,"11,12,30",PPL,Winter
9,1,1,10,2020,1,29,C-172,1.3,LF_dual,"12,16,18",PPL,Winter
10,1,1,11,2020,1,30,C-172,1.3,LF_dual,"4,16,17,18,30",PPL,Winter
11,1,1,12,2020,2,4,C-172,1.1,LF_dual,"4,11,12,14,15,16,18,30",PPL,Winter
12,1,1,13,2020,2,11,C-172,0.9,LF_dual,"4,16,17,18,30",PPL,Winter
13,1,1,14,2020,2,12,C-172,1.3,LF_dual,"4,13,14,16,17,18,23,30",PPL,Winter
14,1,1,15,2020,2,20,C-172,0.9,LF_dual,"16,18",PPL,Winter
15,1,1,16,2020,2,25,C-172,1.6,LF_dual,"16,17,18",PPL,Winter
16,1,1,17,2020,3,11,C-172,1,LF_dual,"21,22,29",PPL,Spring
17,1,1,18,2020,3,12,C-172,1.2,LF_dual,"16,17,18",PPL,Spring
18,1,1,19,2020,3,17,C-172,0.8,LF_dual,"16,17,18,20",PPL,Spring
19,1,1,20,2020,3,24,C-172,1.1,LF_dual,"7,8,9,16,17",PPL,Spring
20,1,1,21,2020,6,29,C-172,0.9,LF_dual,17,PPL,Summer
21,1,1,22,2020,7,6,C-172,1.3,LF_dual,"13,16,17,18",PPL,Summer
22,1,1,23,2020,7,7,C-172,1.2,LF_dual,"16,17,18",PPL,Summer
23,1,1,24,2020,7,10,C-172,1,LF_dual,"17,18",PPL,Summer
24,1,1,25,2020,7,13,C-172,1.1,LF_dual,"16,17,18",PPL,Summer
25,1,1,26,2020,7,14,C-172,1.6,LF_dual,"16,17,18,22",PPL,Summer
26,1,1,27,2020,7,17,C-172,1.3,LF_dual,"16,17,18",PPL,Summer
27,1,1,28,2020,7,20,C-172,1.6,LF_dual,"6,9,18,23,24",PPL,Summer
28,1,1,29,2020,7,21,C-172,1.2,LF_dual,"9,15",PPL,Summer
29,1,1,30,2020,7,23,C-172,1.1,LF_dual,"16,17,18",PPL,Summer
30,1,1,31,2020,7,24,C-172,1.1,LF_dual,"16,17,18,21",PPL,Summer
31,1,1,32,2020,7,28,C-172,1.3,LF_dual,"16,17,18,22",PPL,Summer
32,1,1,33,2020,7,30,C-172,1.6,LF_dual,"11,12,16,18,22",PPL,Summer
33,1,1,34,2020,7,31,C-172,1.6,LF_dual,"15,16,18,22",PPL,Summer
34,1,1,35,2020,8,6,C-172,1.3,LF_dual,"16,17",PPL,Summer
35,1,1,36,2020,8,7,C-172,0.6,LF_dual,"16,17,18",PPL,Summer
36,1,1,37,2020,8,7,C-172,0.7,LF_dual,"16,17,18",PPL,Summer
37,1,1,39,2020,8,13,C-172,1.1,LF_dual,"23,24",PPL,Summer
38,1,1,40,2020,8,14,C-172,1.5,LF_dual,"16,17,18,23,24",PPL,Summer
39,1,1,41,2020,8,18,C-172,1.3,LF_dual,"16,18,23,24",PPL,Summer
40,1,1,42,2020,8,21,C-172,1.4,LF_dual,"16,18,23",PPL,Summer
41,1,1,43,2020,8,24,C-172,1.1,LF_dual,"16,18,23,30",PPL,Summer
42,1,1,44,2020,8,24,C-172,0.9,LF_dual,"16,18,23,30",PPL,Summer
43,1,1,45,2020,8,24,C-172,0.5,LF_dual,"16,18,23,30",PPL,Summer
44,1,1,46,2020,8,31,C-172,1.2,LF_dual,24,PPL,Summer
45,1,13,47,2020,3,12,C-172,1.5,LF_dual,"16,18,21,22,24",PPL,Spring
46,1,13,49,2020,3,15,C-172,1.6,LF_dual,"16,17,18",PPL,Spring
47,1,13,50,2020,7,16,C-172,1.4,LF_dual,"9,11,12,16,18",PPL,Summer
48,1,13,51,2020,7,17,C-172,1.7,LF_dual,"9,11,14,16,17,18",PPL,Summer
49,1,13,52,2020,7,20,C-172,1.3,LF_dual,21,PPL,Summer
50,1,13,53,2020,7,21,C-172,1.9,LF_dual,"15,21",PPL,Summer
51,1,13,54,2020,7,23,C-172,1.4,LF_dual,"6,7,22",PPL,Summer
52,1,13,55,2020,7,24,C-172,1.6,LF_dual,"16,17,18,22",PPL,Summer
53,1,13,56,2020,7,27,C-172,1.6,LF_dual,"16,17,18,30",PPL,Summer
54,1,13,57,2020,7,28,C-172,1.6,LF_dual,"16,18,22",PPL,Summer
55,1,13,58,2020,7,29,C-172,1.2,LF_dual,"16,17,18",PPL,Summer
56,1,13,59,2020,7,31,C-172,1.5,LF_dual,"16,17,18",PPL,Summer
57,1,13,60,2020,8,5,C-172,0.6,LF_dual,"16,17,18",PPL,Summer
58,1,13,61,2020,8,6,C-172,1.4,LF_dual,"16,17,18",PPL,Summer
59,1,13,63,2020,8,19,C-172,1.3,LF_dual,"9,11,12,13,16,17,18,20,30",PPL,Summer
60,1,13,64,2020,8,21,C-172,1.3,LF_dual,"12,16,17,18,22",PPL,Summer
61,1,13,65,2020,8,25,C-172,1,LF_dual,"16,18,20,21,22",PPL,Summer
62,1,13,66,2020,8,28,C-172,1.4,LF_dual,22,PPL,Summer
63,1,13,67,2020,8,28,C-172,1.5,LF_dual,"16,17,18,20",PPL,Summer
64,1,13,68,2020,8,31,C-172,1.1,LF_dual,"16,18,20",PPL,Summer
65,1,24,69,2019,9,26,C-152,1,LF_dual,"1,30",PPL,Fall
66,1,24,70,2019,10,15,C-152,0.6,LF_dual,"1,2,3,4,30",PPL,Fall
67,1,24,71,2019,10,25,C-152,1,LF_dual,"5,6,7,8,30",PPL,Fall
68,1,24,73,2020,2,19,C-172,1.4,LF_dual,"6,7,8,9",PPL,Winter
69,1,24,74,2020,3,11,C-172,1.1,LF_dual,"9,10,11,16,18,30",PPL,Spring
70,1,24,75,2020,6,25,C-172,1.5,LF_dual,"6,7,8,9,13,22,30",PPL,Summer
71,1,24,76,2020,6,29,C-172,1.3,LF_dual,"10,12,16,17",PPL,Summer
72,1,24,77,2020,6,30,C-172,1.4,LF_dual,"11,16,18",PPL,Summer
73,1,24,78,2020,7,3,C-172,1.1,LF_dual,"12,24",PPL,Summer
74,1,24,79,2020,7,3,C-172,0.9,LF_dual,"12,13,15,29",PPL,Summer
75,1,24,80,2020,7,8,C-172,1.4,LF_dual,"14,15",PPL,Summer
76,1,24,81,2020,7,10,C-172,1.3,LF_dual,"13,15,16,17,18",PPL,Summer
77,1,24,82,2020,7,17,C-172,1.6,LF_dual,"16,17,18",PPL,Summer
78,1,24,83,2020,7,26,C-172,2.2,LF_dual,"9,11,16,17,18,21,23,30",PPL,Summer
79,1,24,84,2020,7,27,C-172,0.8,LF_dual,15,PPL,Summer
80,1,24,85,2020,7,31,C-152,2,LF_dual,"16,17,18,23",PPL,Summer
81,1,24,86,2020,7,31,C-152,0.8,LF_dual,"16,17,18",PPL,Summer
82,1,24,87,2020,8,5,C-152,2.3,LF_dual,"6,7,11,15,16,17,18,20,23",PPL,Summer
83,1,24,88,2020,8,5,C-152,0.4,LF_dual,"16,23",PPL,Summer
84,1,24,89,2020,8,10,C-152,2,LF_dual,"16,17,18",PPL,Summer
85,1,24,90,2020,8,13,C-152,1.6,LF_dual,"16,17,18",PPL,Summer
86,1,24,91,2020,8,13,C-150,1.8,LF_dual,"16,17,18",PPL,Summer
87,1,24,92,2020,8,19,C-152,1.4,LF_dual,"6,11",PPL,Summer
88,1,24,94,2020,8,20,C-150,1,LF_dual,"16,17,18",PPL,Summer
89,1,24,95,2020,8,20,C-150,1.6,LF_dual,"16,17,18",PPL,Summer
90,1,24,96,2020,8,25,C-152,1.1,LF_dual,"16,17,18",PPL,Summer
91,1,34,97,2020,2,24,C-172,1,LF_dual,"1,2,3,4,6,7,8,9,16,17,18",PPL,Winter
92,1,34,98,2020,3,16,C-172,1.1,LF_dual,"2,3,4,5,6,7,8,16,18,30",PPL,Spring
93,1,43,99,2018,8,16,C-152,1.1,LF_dual,1,PPL,Summer
94,1,43,100,2018,9,18,C-152,1.1,LF_dual,"2,3,4,5",PPL,Fall
95,1,43,101,2018,11,24,C-152,1,LF_dual,"2,3,4,5,6,7,8",PPL,Fall
96,1,43,102,2018,12,1,C-152,1.1,LF_dual,"6,7,8,9",PPL,Winter
97,1,43,103,2018,12,8,C-152,1.1,LF_dual,"9,10",PPL,Winter
98,1,43,104,2018,12,15,C-152,1.3,LF_dual,"9,10,30",PPL,Winter
99,1,43,105,2018,12,29,C-152,1.1,LF_dual,"11,30",PPL,Winter
100,1,43,106,2019,1,12,C-152,1.1,LF_dual,"12,30",PPL,Winter
101,1,43,107,2019,2,9,C-152,1.2,LF_dual,"11,12,13,14,30",PPL,Winter
102,1,43,108,2019,2,23,C-150,1.1,LF_dual,"14,15,30",PPL,Winter
103,1,43,109,2019,3,17,C-152,1,LF_dual,"16,17,18,29,30",PPL,Spring
104,1,43,110,2019,3,26,C-150,1.1,LF_dual,"16,17,18,29,30",PPL,Spring
105,1,43,111,2019,6,17,C-152,1.1,LF_dual,"11,12,14,16,17,18,29,30",PPL,Summer
106,1,43,112,2019,6,24,C-152,1.3,LF_dual,"16,17,18,29,30",PPL,Summer
107,1,43,113,2019,9,12,C-150,1,LF_dual,"16,17,18,29,30",PPL,Fall
108,1,43,114,2019,9,19,C-152,1.2,LF_dual,"16,17,18,29,30",PPL,Fall
109,1,43,115,2019,9,26,C-152,1,LF_dual,"16,17,18,29,30",PPL,Fall
110,1,43,116,2019,10,10,C-152,1.1,LF_dual,"16,17,18,29,30",PPL,Fall
111,1,43,117,2019,10,20,C-152,0.5,LF_dual,"16,17,18,30",PPL,Fall
112,1,51,118,2019,3,19,C-172,1.1,LF_dual,"1,2,3,4,5,6",PPL,Spring
113,3,6,119,2019,10,15,C-152,1.4,LF_dual,"1,2,3,4,5,6,7,8,9",PPL,Fall
114,3,6,120,2019,10,25,C-152,0.8,LF_dual,"6,7,8,30",PPL,Fall
115,3,6,121,2019,10,29,C-152,1.2,LF_dual,"7,8,9,13,30",PPL,Fall
116,3,6,122,2019,11,8,C-152,1,LF_dual,"9,10,11,12,30",PPL,Fall
117,3,6,124,2019,11,9,C-152,0.5,LF_dual,"11,30",PPL,Fall
118,3,6,125,2019,11,13,C-152,1,LF_dual,"11,13,30",PPL,Fall
119,3,6,126,2019,11,16,C-150,1.2,LF_dual,"11,12,14,12,30",PPL,Fall
120,3,6,127,2019,1,23,C-152,1.1,LF_dual,"12,30",PPL,Winter
121,3,6,128,2019,11,26,C-152,0.7,LF_dual,"15,16,17,18,30",PPL,Fall
122,3,6,129,2019,10,1,C-152,1.4,LF_dual,"1,2,3,4,5,6,7,8,9",PPL,Fall
123,3,6,130,2019,10,25,C-152,0.8,LF_dual,"6,7,8,30",PPL,Fall
124,3,6,131,2019,10,29,C-152,1.2,LF_dual,"7,8,9,13,30",PPL,Fall
125,3,6,132,2019,11,8,C-152,1,LF_dual,"9,10,11,12,30",PPL,Fall
126,3,6,134,2019,11,9,C-152,0.5,LF_dual,"11,30",PPL,Fall
127,3,6,135,2019,11,13,C-152,1,LF_dual,"11,13,30",PPL,Fall
128,3,6,136,2019,11,16,C-150,1.2,LF_dual,"11,12,14,30",PPL,Fall
129,3,6,137,2019,11,23,C-152,1.1,LF_dual,"12,30",PPL,Fall
130,3,6,138,2019,11,26,C-152,0.7,LF_dual,"15,16,17,18,30",PPL,Fall
131,3,6,139,2019,12,3,C-152,1.3,LF_dual,"16,17,18,30",PPL,Winter
132,3,6,140,2019,12,10,C-152,1,LF_dual,"16,17,18,20,29,30",PPL,Winter
133,3,6,141,2019,12,11,C-152,1.2,LF_dual,"16,17,18,29,30",PPL,Winter
134,3,6,142,2019,12,13,C-152,0.7,LF_dual,"16,17,18,30",PPL,Winter
135,3,6,143,2019,12,15,C-152,0.7,LF_dual,"16,17,18,30",PPL,Winter
136,3,6,144,2019,12,16,C-152,0.9,LF_dual,"16,17,18,30",PPL,Winter
137,3,6,145,2019,12,28,C-150,1.1,LF_dual,"16,17,18,30",PPL,Winter
138,3,6,146,2020,1,5,C-152,1.3,LF_dual,"16,17,18,30",PPL,Winter
139,3,6,148,2020,1,15,C-152,0.6,LF_dual,"16,17,18,30",PPL,Winter
140,3,6,152,2020,1,22,C-152,1.3,LF_dual,"16,17,18,30",PPL,Winter
141,3,6,153,2020,1,24,C-152,1,LF_dual,"16,17,18,30",PPL,Winter
142,3,6,154,2020,1,29,C-152,1.2,LF_dual,"16,17,18,30",PPL,Winter
143,3,6,155,2020,2,11,C-152,1.2,LF_dual,"16,17,18,30",PPL,Winter
144,3,6,156,2020,2,12,C-152,1.1,LF_dual,"16,17,18,22,30",PPL,Winter
145,3,6,157,2020,2,20,C-152,1.3,LF_dual,"11,22,30",PPL,Winter
146,3,6,158,2020,2,21,C-152,1.1,LF_dual,"9,11,12,16,18,22,30",PPL,Winter
147,3,6,159,2020,2,24,C-150,1.1,LF_dual,"9,22,30",PPL,Winter
148,3,6,160,2020,3,17,C-152,1.7,LF_dual,"9,16,17,20,21,23,30",PPL,Spring
149,3,6,161,2020,3,21,C-152,1.6,LF_dual,"16,17,18,23,30",PPL,Spring
150,3,6,162,2020,3,24,C-150,1.4,LF_dual,"7,8,9,10,11,12,14,15,16,17,18,22,30",PPL,Spring
151,3,6,163,2020,6,24,C-152,1.1,LF_dual,"4,16,17,18,20,30",PPL,Summer
152,3,6,164,2020,6,26,C-152,1.6,LF_dual,"9,11,12,16,17,22,30",PPL,Summer
153,3,6,165,2020,6,28,C-152,1.3,LF_dual,"9,11,12,14,16,17,18,22,30",PPL,Summer
154,3,6,167,2020,6,30,C-152,1.5,LF_dual,"16,17,18,23,30",PPL,Summer
155,3,6,168,2020,6,30,C-150,2.4,LF_dual,"16,17,18,21,23,24,30",PPL,Summer
156,3,6,169,2020,7,1,C-150,1.7,LF_dual,"9,12,15,16,16,17,18,21,22,23,30",PPL,Summer
157,3,6,170,2020,7,5,C-172,1.1,LF_dual,"16,17,18,23,30",PPL,Summer
158,3,6,171,2020,7,5,C-172,0.7,LF_dual,"16,17,18,23,30",PPL,Summer
159,3,6,172,2020,7,5,C-172,1,LF_dual,"16,17,18,23,30",PPL,Summer
160,3,6,173,2020,7,8,C-150,1.5,LF_dual,"16,17,18,23,30",PPL,Summer
161,3,6,174,2020,7,10,C-152,1.5,LF_dual,"7,8,9,11,12,13,14,16,17,18,30",PPL,Summer
162,3,6,175,2020,7,10,C-150,0.9,LF_dual,"16,17,18,22,24,30",PPL,Summer
163,3,6,177,2020,7,15,C-152,1.7,LF_dual,"16,17,18,22,30",PPL,Summer
164,3,6,182,2020,8,6,C-152,1.6,LF_dual,"16,17,18,24,30",PPL,Summer
165,3,6,183,2020,8,7,C-152,1.7,LF_dual,"9,11,12,13,14,15,16,17,18,19,20,23,22,23,24,30",PPL,Summer
166,3,6,184,2020,8,9,C-150,1.1,LF_dual,"11,12,16,17,18,30",PPL,Summer
167,3,6,187,2020,8,19,C-152,1.5,LF_dual,"16,17,18,23,30",PPL,Summer
168,3,6,188,2020,8,23,C-152,1.8,LF_dual,"12,16,17,18,22,23,30",PPL,Summer
169,3,6,191,2020,9,4,C-152,1.5,LF_dual,"9,11,12,15,16,17,18,22,30",PPL,Fall
170,3,6,192,2020,9,6,C-152,1.6,LF_dual,"9,11,12,14,15,16,17,18,21,22,23,24,30",PPL,Fall
171,3,29,194,2020,6,20,C-172,1.1,LF_dual,1,PPL,Summer
172,3,29,196,2020,7,3,C-172,1.1,LF_dual,"2,3,4,5,6,7,8,9,30",PPL,Summer
173,3,29,197,2020,7,4,C-172,1,LF_dual,"1,2,3,4,5,6,7,8,9,30",PPL,Summer
174,3,29,198,2020,7,10,C-172,1.1,LF_dual,"2,3,4,5,6,7,8,9,10,30",PPL,Summer
175,3,29,199,2020,7,24,C-172,1.1,LF_dual,"5,6,7,8,9,10,11,30",PPL,Summer
176,3,29,200,2020,7,25,C-172,1.1,LF_dual,"10,11,12,13,30",PPL,Summer
177,3,29,201,2020,7,31,C-172,1.2,LF_dual,"11,30",PPL,Summer
178,3,29,202,2020,8,7,C-172,1.2,LF_dual,"11,12,14,15,30",PPL,Summer
179,3,29,203,2020,8,14,C-172,1.1,LF_dual,"12,14,15,16,17,18,30",PPL,Summer
180,3,29,204,2020,8,20,C-172,1.2,LF_dual,"13,15,16,17,18,30",PPL,Summer
181,3,29,205,2020,8,21,C-172,1.2,LF_dual,"15,16,17,18,30",PPL,Summer
182,3,29,206,2020,8,22,C-172,1.3,LF_dual,"15,16,17,18,30",PPL,Summer
183,3,29,207,2020,8,28,C-172,1,LF_dual,"16,17,18,30",PPL,Summer
184,3,48,209,2020,7,20,C-172,0.9,LF_dual,"1,2,3,4,5,30",PPL,Summer
185,3,48,210,2020,7,23,C-172,0.8,LF_dual,"2,3,4,5,6,30",PPL,Summer
186,3,48,211,2020,7,25,C-172,1.1,LF_dual,"2,3,4,5,6,7,8,30",PPL,Summer
187,3,48,212,2020,7,30,C-172,1,LF_dual,"6,7,8,9,30",PPL,Summer
188,3,48,213,2020,8,5,C-172,1.1,LF_dual,"7,8,9,30",PPL,Summer
189,3,48,214,2020,8,6,C-172,0.9,LF_dual,"7,8,9,10,30",PPL,Summer
190,3,48,215,2020,8,7,C-172,0.9,LF_dual,"2,3,6,10,11,30",PPL,Summer
191,3,48,216,2020,8,8,C-172,2,LF_dual,"7,8,10,11,30",PPL,Summer
192,3,48,217,2020,8,10,C-172,1.1,LF_dual,"6,11,12,30",PPL,Summer
193,3,48,218,2020,8,12,C-172,1.1,LF_dual,"11,12,14,16,17,18,30",PPL,Summer
194,3,48,219,2020,8,13,C-172,1,LF_dual,"12,13,14,16,17,18,30",PPL,Summer
195,3,48,220,2020,8,14,C-172,0.8,LF_dual,"13,15,16,17,18,30",PPL,Summer
196,3,48,221,2020,8,19,C-172,1,LF_dual,"15,16,17,18,30",PPL,Summer
197,3,48,222,2020,8,22,C-172,1.3,LF_dual,"15,16,17,18,20,30",PPL,Summer
198,3,48,223,2020,8,25,C-172,2,LF_dual,"9,10,11,12,14,15,16,17,18,20,30",PPL,Summer
199,3,54,224,2020,6,2,C-172,0.9,LF_dual,"1,2,3,4,5,6,7,8,9,30",PPL,Summer
200,3,54,226,2020,7,7,C-172,1.1,LF_dual,"3,4,5",PPL,Summer
201,3,54,227,2020,7,9,C-172,1.1,LF_dual,"5,6,7,8,16,17",PPL,Summer
202,3,54,228,2020,7,14,C-172,1.2,LF_dual,"6,7,8,30",PPL,Summer
203,3,54,229,2020,7,17,C-172,1.1,LF_dual,"6,7,8,9,16,17,18,30",PPL,Summer
204,3,54,230,2020,7,23,C-172,1.2,LF_dual,"6,7,8,9,10,16,17,18,30",PPL,Summer
205,3,54,231,2020,7,28,C-172,1.1,LF_dual,"10,11,12,16,30",PPL,Summer
206,3,54,232,2020,7,30,C-172,1.2,LF_dual,"11,30",PPL,Summer
207,3,54,233,2020,8,5,C-172,1.2,LF_dual,"11,16,17,18,20,30",PPL,Summer
208,3,54,234,2020,8,7,C-172,1.6,LF_dual,"5,6,7,8,9,10,11,12,30",PPL,Summer
209,3,54,235,2020,8,12,C-172,1.3,LF_dual,"11,12,14,30",PPL,Summer
210,3,54,236,2020,8,14,C-172,0.9,LF_dual,"14,15,16,17,18,30",PPL,Summer
211,3,54,237,2020,8,20,C-172,1.7,LF_dual,"15,16,17,18,30",PPL,Summer
212,3,54,238,2020,8,25,C-172,1.1,LF_dual,"15,16,18,20,30",PPL,Summer
213,3,62,239,2020,7,10,C-172,1,LF_dual,"1,2,3,4,5,30",PPL,Summer
214,3,62,240,2020,7,28,C-172,0.9,LF_dual,"2,3,4,5,6,30",PPL,Summer
215,3,62,241,2020,7,29,C-172,0.8,LF_dual,"2,3,4,5,6,7,8,30",PPL,Summer
216,3,62,242,2020,8,5,C-172,1.1,LF_dual,"7,8,30",PPL,Summer
217,3,62,243,2020,8,6,C-172,1,LF_dual,"7,8,9,30",PPL,Summer
218,3,62,244,2020,8,12,C-172,1.1,LF_dual,"6,9,10,16,17,18,30",PPL,Summer
219,3,71,245,2018,5,20,C-172,1.1,LF_dual,"1,2,3,4,16,30",PPL,Spring
220,3,71,246,2018,5,27,C-172,1,LF_dual,"5,6,16,30",PPL,Spring
221,3,71,247,2018,7,30,C-172,1.2,LF_dual,"6,7,8,9,16,18,30",PPL,Summer
222,3,71,248,2018,8,3,C-172,1.1,LF_dual,"6,7,8,9,10,16,17,18,30",PPL,Summer
223,3,71,249,2018,8,13,C-172,1.2,LF_dual,"7,8,9,16,17,18,30",PPL,Summer
224,3,71,250,2020,3,11,C-172,1,LF_dual,"4,5,6,7,8,9,11,30",PPL,Spring
225,3,71,251,2020,3,24,C-172,1.1,LF_dual,"10,11,30",PPL,Spring
226,3,71,252,2020,6,25,C-172,1.2,LF_dual,"3,4,5,6,7,8,9,30",PPL,Summer
227,3,71,253,2020,6,30,C-172,1.3,LF_dual,"7,8,11,12,16,17,18,30",PPL,Summer
228,3,71,254,2020,7,7,C-172,1.1,LF_dual,"7,8,12,14,16,17,18,30",PPL,Summer
229,3,71,255,2020,7,8,C-172,1.2,LF_dual,"14,16,17,18,30",PPL,Summer
230,3,71,256,2020,7,9,C-172,1.2,LF_dual,"16,17,18,30",PPL,Summer
231,3,71,257,2020,7,29,C-172,1.2,LF_dual,"15,16,17,18,30",PPL,Summer
232,3,71,258,2020,7,30,C-172,1.6,LF_dual,"16,17,18,20,30",PPL,Summer
233,3,71,259,2020,8,20,C-172,1.3,LF_dual,"9,10,11,12,15,16,17,18,20,30",PPL,Summer
234,3,76,260,2018,9,8,C-172,1,LF_dual,"1,30",PPL,Fall
235,3,76,261,2018,9,15,C-172,0.7,LF_dual,"1,2,3,4,5,6,30",PPL,Fall
236,3,76,262,2018,9,20,C-172,1,LF_dual,"6,7,8,30",PPL,Fall
237,3,76,263,2018,10,10,C-172,0.9,LF_dual,"7,8,30",PPL,Fall
238,3,76,264,2018,10,18,C-172,1,LF_dual,"1,2,3,4,5,6,7,8,9,30",PPL,Fall
239,3,76,265,2018,10,20,C-172,1.1,LF_dual,"9,30",PPL,Fall
240,3,76,266,2018,10,26,C-172,1,LF_dual,"9,30",PPL,Fall
241,3,76,267,2018,11,12,C-172,1.1,LF_dual,"10,11,30",PPL,Fall
242,3,76,268,2018,11,22,C-172,1.1,LF_dual,"11,30",PPL,Fall
243,3,76,269,2018,11,22,C-172,1.1,LF_dual,"11,12,30",PPL,Fall
244,3,76,270,2018,11,23,C-172,1,LF_dual,"12,13,30",PPL,Fall
245,3,76,271,2018,11,29,C-172,1.1,LF_dual,"15,30",PPL,Fall
246,3,76,272,2018,11,30,C-172,0.7,LF_dual,"4,16,17,18,30",PPL,Fall
247,3,76,273,2018,12,2,C-172,1,LF_dual,"16,17,18,30",PPL,Winter
248,3,76,274,2018,12,6,C-172,1.4,LF_dual,"4,16,17,18,30",PPL,Winter
249,3,76,275,2018,12,6,C-172,0.6,LF_dual,"16,17,18,30",PPL,Winter
250,3,76,276,2018,12,7,C-172,1,LF_dual,"13,14,16,17,18,30",PPL,Winter
251,3,76,277,2018,12,7,C-172,0.9,LF_dual,"13,14,16,18,30",PPL,Winter
252,3,76,278,2018,12,10,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
253,3,76,279,2018,12,10,C-172,1,LF_dual,"16,17,18,30",PPL,Winter
254,3,76,280,2018,12,19,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
255,3,76,281,2018,12,19,C-172,1,LF_dual,"16,17,18,30",PPL,Winter
256,3,76,282,2019,1,4,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
257,3,76,283,2019,1,11,C-172,1,LF_dual,"16,17,18,30",PPL,Winter
258,3,76,284,2019,1,15,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
259,3,76,285,2019,1,25,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
260,3,76,286,2019,2,11,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
261,3,76,287,2019,2,18,C-172,1.2,LF_dual,"9,16,17,18,23,30",PPL,Winter
262,3,76,288,2019,2,20,C-172,1.1,LF_dual,"16,17,18,30",PPL,Winter
263,3,76,289,2019,3,18,C-172,1.1,LF_dual,"16,17,18,30",PPL,Spring
264,3,76,290,2019,3,25,C-172,1,LF_dual,"16,17,18,29,30",PPL,Spring
265,3,76,291,2019,3,27,C-172,0.7,LF_dual,"16,17,18,30",PPL,Spring
266,3,76,293,2019,4,1,C-172,1.1,LF_dual,"16,17,18,30",PPL,Spring
267,3,76,294,2019,4,7,C-172,0.7,LF_dual,"16,17,18,30",PPL,Spring
268,3,76,297,2019,4,22,C-172,1,LF_dual,"16,17,18,23,30",PPL,Spring
269,3,76,298,2019,4,28,C-172,1.2,LF_dual,"16,17,18,30",PPL,Spring
270,3,76,300,2019,5,22,C-172,1.1,LF_dual,"16,17,18,30",PPL,Spring
271,3,76,302,2019,6,3,C-172,1.1,LF_dual,"16,18,22,30",PPL,Summer
272,3,76,304,2019,6,12,C-172,1.2,LF_dual,"9,11,12,16,18,22,30",PPL,Summer
273,3,76,306,2019,6,17,C-172,0.9,LF_dual,"16,17,18,21,30",PPL,Summer
274,3,76,308,2019,6,18,C-172,0.9,LF_dual,"16,17,18,23,30",PPL,Summer
275,3,76,310,2019,6,19,C-172,1.1,LF_dual,"9,11,12,16,18,21,22,30",PPL,Summer
276,3,76,312,2019,6,21,C-172,1.3,LF_dual,"16,18,21,22,30",PPL,Summer
277,3,76,315,2019,7,9,C-172,1.2,LF_dual,"16,18,23,30",PPL,Summer
278,3,76,317,2019,7,16,C-172,1.1,LF_dual,"9,11,16,18,30",PPL,Summer
279,3,76,320,2019,8,21,C-172,0.3,LF_dual,"16,17,18,30",PPL,Summer
280,3,76,321,2019,9,5,C-172,1.2,LF_dual,"9,11,12,15,16,17,18,22,30",PPL,Fall
281,3,76,324,2019,9,18,C-172,1.4,LF_dual,"16,18,23,30",PPL,Fall
282,3,76,325,2019,9,18,C-172,0.9,LF_dual,"16,18,23,30",PPL,Fall
283,3,76,326,2019,9,18,C-172,0.5,LF_dual,"16,18,23,30",PPL,Fall
284,3,76,330,2019,10,2,C-172,1.3,LF_dual,"24,30",PPL,Fall
285,3,76,333,2019,10,21,C-172,1,LF_dual,"9,11,12,16,18,22,30",PPL,Fall
286,3,76,336,2019,11,5,C-172,1,LF_dual,"9,11,12,14,16,18,22,30",PPL,Fall
287,3,76,337,2019,11,6,C-172,1.2,LF_dual,"16,18,22,24,30",PPL,Fall
288,3,76,338,2019,11,28,C-172,0.6,LF_dual,"16,17,18,30",PPL,Fall
289,3,76,339,2019,12,9,C-172,1.2,LF_dual,"9,11,12,16,17,18,22,30",PPL,Winter
290,3,76,342,2020,1,31,C-172,1.3,LF_dual,"6,9,11,16,18",PPL,Winter
291,3,76,344,2020,2,16,C-172,1.4,LF_dual,"11,12,22",PPL,Winter
292,3,76,345,2020,2,17,C-172,1.3,LF_dual,"21,23,24",PPL,Winter
293,3,76,346,2020,2,24,C-172,1.4,LF_dual,"21,22",PPL,Winter
294,3,76,347,2020,3,9,C-172,1.5,LF_dual,"7,9,11,14,16,18,22,24",PPL,Spring
