x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,Year,Month,Day,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.13,13-12-2011 00:00,ON,2011,12,13,0.8,,-5.6,,7.2,,0,,,M,,M,,,0,,0,,0,,17.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.14,14-12-2011 00:00,ON,2011,12,14,1.7,,-3.1,,6.5,,6.3,,,M,,M,,,0,,0,,0,,16.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.15,15-12-2011 00:00,ON,2011,12,15,7.6,,4,,11.2,,10.6,,,M,,M,,,0,,0,,0,,10.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.16,16-12-2011 00:00,ON,2011,12,16,2.1,,-1.7,,5.8,,0,,,M,,M,,,0,,0,,0,,15.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.17,17-12-2011 00:00,ON,2011,12,17,-6.6,,-11.4,,-1.8,,0,,,M,,M,,,0,,0,,0,,24.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.18,18-12-2011 00:00,ON,2011,12,18,-3.1,,-8.9,,2.8,,0,,,M,,M,,,0,,0,,0,,21.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.19,19-12-2011 00:00,ON,2011,12,19,3.4,,-0.1,,6.8,,0,,,M,,M,,,0,,0,,0,,14.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.20,20-12-2011 00:00,ON,2011,12,20,-3.6,,-7.1,,0,,0,,,M,,M,,,0,,0,,0,,21.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.21,21-12-2011 00:00,ON,2011,12,21,2.7,,0,,5.4,,4.3,,,M,,M,,,0,,0,,0,,15.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.22,22-12-2011 00:00,ON,2011,12,22,2.1,,-1.8,,5.9,,0.8,,,M,,M,,,0,,0,,0,,15.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.23,23-12-2011 00:00,ON,2011,12,23,-3.9,,-8.8,,1,,0,,,M,,M,,,0,,0,,0,,21.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.24,24-12-2011 00:00,ON,2011,12,24,-5.1,,-10.3,,0.1,,0,,,M,,M,,,0,,0,,0,,23.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.25,25-12-2011 00:00,ON,2011,12,25,2.3,,0,,4.6,,0,,,M,,M,,,0,,0,,0,,15.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.26,26-12-2011 00:00,ON,2011,12,26,1.9,,0,,3.7,,0,,,M,,M,,,0,,0,,0,,16.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.27,27-12-2011 00:00,ON,2011,12,27,2.2,,0.2,,4.2,,12.5,,,M,,M,,,0,,0,,0,,15.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.28,28-12-2011 00:00,ON,2011,12,28,-7.4,,-15.8,,1.1,,0,,,M,,M,,,0,,0,,0,,25.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.29,29-12-2011 00:00,ON,2011,12,29,-10.5,,-16.4,,-4.6,,0.3,,,M,,M,,,0,,0,,0,,28.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.30,30-12-2011 00:00,ON,2011,12,30,-2.4,,-5.1,,0.3,,1.3,,,M,,M,,,0,,0,,0,,20.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2011.12.31,31-12-2011 00:00,ON,2011,12,31,1.2,,0.2,,2.1,,0.3,,,M,,M,,,0,,0,,0,,16.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.1,01-01-2012 00:00,ON,2012,1,1,3.9,,0.7,,7,,4.8,,,M,,M,,,0,,0,,0,,14.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.2,02-01-2012 00:00,ON,2012,1,2,-5.4,,-12.3,,1.5,,0,,,M,,M,,,0,,0,,0,,23.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.3,03-01-2012 00:00,ON,2012,1,3,-14.5,,-16.7,,-12.3,,0,,,M,,M,,,0,,0,,0,,32.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.4,04-01-2012 00:00,ON,2012,1,4,-7.3,,-13.9,,-0.6,,0,,,M,,M,,,0,,0,,0,,25.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.5,05-01-2012 00:00,ON,2012,1,5,-0.8,,-2.7,,1.1,,0,,,M,,M,,,0,,0,,0,,18.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.6,06-01-2012 00:00,ON,2012,1,6,2.6,,-0.9,,6.1,,0,,,M,,M,,,0,,0,,0,,15.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.7,07-01-2012 00:00,ON,2012,1,7,4,,-0.7,,8.6,,0,,,M,,M,,,0,,0,,0,,14,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.8,08-01-2012 00:00,ON,2012,1,8,-3.5,,-7.1,,0.1,,0,,,M,,M,,,0,,0,,0,,21.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.9,09-01-2012 00:00,ON,2012,1,9,0.1,,-3.4,,3.6,,0,,,M,,M,,,0,,0,,0,,17.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.10,10-01-2012 00:00,ON,2012,1,10,2.4,,-0.4,,5.1,,0,,,M,,M,,,0,,0,,0,,15.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.11,11-01-2012 00:00,ON,2012,1,11,1.6,,-1.3,,4.5,,0,,,M,,M,,,0,,0,,0,,16.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.12,12-01-2012 00:00,ON,2012,1,12,2.6,,0.2,,4.9,,16.6,,,M,,M,,,0,,0,,0,,15.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.13,13-01-2012 00:00,ON,2012,1,13,-2.9,,-10.1,,4.3,,4,,,M,,M,,,0,,0,,0,,20.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.14,14-01-2012 00:00,ON,2012,1,14,-13.7,,-17.3,,-10.1,,0,,,M,,M,,,0,,0,,0,,31.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.15,15-01-2012 00:00,ON,2012,1,15,-13.7,,-19.1,,-8.3,,0,,,M,,M,,,0,,0,,0,,31.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.16,16-01-2012 00:00,ON,2012,1,16,-4.1,,-12,,3.8,,3.8,,,M,,M,,,0,,0,,0,,22.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.17,17-01-2012 00:00,ON,2012,1,17,1.6,,-4.5,,7.7,,7.1,,,M,,M,,,0,,0,,0,,16.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.18,18-01-2012 00:00,ON,2012,1,18,-7.9,,-11.2,,-4.6,,0,,,M,,M,,,0,,0,,0,,25.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.19,19-01-2012 00:00,ON,2012,1,19,-5.9,,-10.2,,-1.6,,2.3,,,M,,M,,,0,,0,,0,,23.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.20,20-01-2012 00:00,ON,2012,1,20,-11.7,E,-15.6,E,-7.8,E,0,E,,M,,M,,,,M,,M,0,E,29.7,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.22,22-01-2012 00:00,ON,2012,1,22,-5.6,,-12.6,,1.5,,0,,,M,,M,,,0,,0,,0,,23.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.23,23-01-2012 00:00,ON,2012,1,23,4,,1.2,,6.8,,12.6,,,M,,M,,,0,,0,,0,,14,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.24,24-01-2012 00:00,ON,2012,1,24,0.6,,-1.5,,2.7,,0,,,M,,M,,,0,,0,,0,,17.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.27,27-01-2012 00:00,ON,2012,1,27,0.7,,-1.3,,2.7,,8.8,,,M,,M,,,0,,0,,0,,17.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.28,28-01-2012 00:00,ON,2012,1,28,-1.4,,-4.9,,2.2,,4.5,,,M,,M,,,0,,0,,0,,19.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.29,29-01-2012 00:00,ON,2012,1,29,-3,,-6.6,,0.7,,0.3,,,M,,M,,,0,,0,,0,,21,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.30,30-01-2012 00:00,ON,2012,1,30,-3.6,,-6.6,,-0.5,,5.1,,,M,,M,,,0,,0,,0,,21.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.1.31,31-01-2012 00:00,ON,2012,1,31,1.7,,-4.5,,7.8,,0,,,M,,M,,,0,,0,,0,,16.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.1,01-02-2012 00:00,ON,2012,2,1,4.1,,0.5,,7.6,,0,,,M,,M,,,0,,0,,0,,13.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.2,02-02-2012 00:00,ON,2012,2,2,-2.1,,-4.6,,0.5,,0,,,M,,M,,,0,,0,,0,,20.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.3,03-02-2012 00:00,ON,2012,2,3,-0.8,,-4.2,,2.7,,0,,,M,,M,,,0,,0,,0,,18.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.4,04-02-2012 00:00,ON,2012,2,4,-2.6,,-7.1,,1.9,,0,,,M,,M,,,0,,0,,0,,20.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.5,05-02-2012 00:00,ON,2012,2,5,0.4,,-1.4,,2.2,,0,,,M,,M,,,0,,0,,0,,17.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.6,06-02-2012 00:00,ON,2012,2,6,3.1,,-1.7,,7.9,,0,,,M,,M,,,0,,0,,0,,14.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.7,07-02-2012 00:00,ON,2012,2,7,-2.8,,-7.4,,1.9,,0,,,M,,M,,,0,,0,,0,,20.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.8,08-02-2012 00:00,ON,2012,2,8,-5,,-10.8,,0.9,,0,,,M,,M,,,0,,0,,0,,23,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.9,09-02-2012 00:00,ON,2012,2,9,-2.4,,-9,,4.2,,0,,,M,,M,,,0,,0,,0,,20.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.10,10-02-2012 00:00,ON,2012,2,10,-2.5,,-5.5,,0.5,,0,,,M,,M,,,0,,0,,0,,20.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.11,11-02-2012 00:00,ON,2012,2,11,-9.3,,-13.1,,-5.4,,0,,,M,,M,,,0,,0,,0,,27.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.12,12-02-2012 00:00,ON,2012,2,12,-7.1,,-11.5,,-2.6,,10.9,,,M,,M,,,0,,0,,0,,25.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.13,13-02-2012 00:00,ON,2012,2,13,-1.6,,-6.1,,2.9,,0,,,M,,M,,,0,,0,,0,,19.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.14,14-02-2012 00:00,ON,2012,2,14,-0.6,,-3.2,,2.1,,0.5,,,M,,M,,,0,,0,,0,,18.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.15,15-02-2012 00:00,ON,2012,2,15,0.2,,-3.5,,3.8,,0,,,M,,M,,,0,,0,,0,,17.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.16,16-02-2012 00:00,ON,2012,2,16,0.6,,-3,,4.2,,0,,,M,,M,,,0,,0,,0,,17.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.17,17-02-2012 00:00,ON,2012,2,17,-0.3,,-4.3,,3.7,,0,,,M,,M,,,0,,0,,0,,18.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.18,18-02-2012 00:00,ON,2012,2,18,-2.9,,-7.2,,1.4,,8.1,,,M,,M,,,0,,0,,0,,20.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.19,19-02-2012 00:00,ON,2012,2,19,-6.7,,-11.4,,-2,,0,,,M,,M,,,0,,0,,0,,24.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.20,20-02-2012 00:00,ON,2012,2,20,-5.2,,-11.6,,1.2,,0,,,M,,M,,,0,,0,,0,,23.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.22,22-02-2012 00:00,ON,2012,2,22,3,,0.6,,5.4,,0,,,M,,M,,,0,,0,,0,,15,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.23,23-02-2012 00:00,ON,2012,2,23,0.8,,-3.8,,5.4,,0,,,M,,M,,,0,,0,,0,,17.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.24,24-02-2012 00:00,ON,2012,2,24,1.7,,-1.2,,4.5,,11.8,,,M,,M,,,0,,0,,0,,16.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.25,25-02-2012 00:00,ON,2012,2,25,-3.7,,-7.3,,0,,0,,,M,,M,,,0,,0,,0,,21.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.26,26-02-2012 00:00,ON,2012,2,26,-5,,-9.9,,-0.1,,0,,,M,,M,,,0,,0,,0,,23,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.27,27-02-2012 00:00,ON,2012,2,27,3.1,,-2.6,,8.7,,0,,,M,,M,,,0,,0,,0,,14.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.28,28-02-2012 00:00,ON,2012,2,28,-2.5,,-6.2,,1.3,,0,,,M,,M,,,0,,0,,0,,20.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.2.29,29-02-2012 00:00,ON,2012,2,29,-0.4,,-1.4,,0.6,,2.6,,,M,,M,,,0,,0,,0,,18.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.1,01-03-2012 00:00,ON,2012,3,1,0.9,,-1.2,,2.9,,6.8,,,M,,M,,,0,,0,,0,,17.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.2,02-03-2012 00:00,ON,2012,3,2,3.3,,0.2,,6.3,,8.1,,,M,,M,,,0,,0,,0,,14.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.3,03-03-2012 00:00,ON,2012,3,3,3.3,,-1.1,,7.7,,0,,,M,,M,,,0,,0,,0,,14.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.4,04-03-2012 00:00,ON,2012,3,4,-7.6,,-14,,-1.1,,0,,,M,,M,,,0,,0,,0,,25.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.5,05-03-2012 00:00,ON,2012,3,5,-9.7,,-15.1,,-4.2,,0,,,M,,M,,,0,,0,,0,,27.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.6,06-03-2012 00:00,ON,2012,3,6,-4.5,,-12.4,,3.4,,0,,,M,,M,,,0,,0,,0,,22.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.7,07-03-2012 00:00,ON,2012,3,7,5.2,,-3.7,,14,,0,,,M,,M,,,0,,0,,0,,12.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.8,08-03-2012 00:00,ON,2012,3,8,5.4,,-1.5,,12.2,,3.6,,,M,,M,,,0,,0,,0,,12.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.9,09-03-2012 00:00,ON,2012,3,9,-2.6,,-8.1,,3,,1,,,M,,M,,,0,,0,,0,,20.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.10,10-03-2012 00:00,ON,2012,3,10,-5,,-10.8,,0.9,,0,,,M,,M,,,0,,0,,0,,23,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.11,11-03-2012 00:00,ON,2012,3,11,4.5,,-5.3,,14.2,,0,,,M,,M,,,0,,0,,0,,13.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.12,12-03-2012 00:00,ON,2012,3,12,5.6,,-2.2,,13.4,,4.1,,,M,,M,,,0,,0,,0,,12.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.13,13-03-2012 00:00,ON,2012,3,13,10.1,,2.6,,17.5,,4,,,M,,M,,,0,,0,,0,,7.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.14,14-03-2012 00:00,ON,2012,3,14,6.5,,-1,,14,,0,,,M,,M,,,0,,0,,0,,11.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.15,15-03-2012 00:00,ON,2012,3,15,10.8,,5.8,,15.7,,25.6,,,M,,M,,,0,,0,,0,,7.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.16,16-03-2012 00:00,ON,2012,3,16,11.8,,5.5,,18.1,,0,,,M,,M,,,0,,0,,0,,6.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.17,17-03-2012 00:00,ON,2012,3,17,7.3,,5.2,,9.4,,0.3,,,M,,M,,,0,,0,,0,,10.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.18,18-03-2012 00:00,ON,2012,3,18,11.4,,3.2,,19.5,,0,,,M,,M,,,0,,0,,0,,6.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.19,19-03-2012 00:00,ON,2012,3,19,14.2,,6.9,,21.4,,0,,,M,,M,,,0,,0,,0,,3.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.20,20-03-2012 00:00,ON,2012,3,20,14.2,,7.4,,20.9,,0.3,,,M,,M,,,0,,0,,0,,3.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.21,21-03-2012 00:00,ON,2012,3,21,14.5,,6.5,,22.4,,0,,,M,,M,,,0,,0,,0,,3.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.22,22-03-2012 00:00,ON,2012,3,22,14.9,,6.4,,23.3,,0,,,M,,M,,,0,,0,,0,,3.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.23,23-03-2012 00:00,ON,2012,3,23,13.7,,11.5,,15.8,,4.3,,,M,,M,,,0,,0,,0,,4.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.24,24-03-2012 00:00,ON,2012,3,24,9.5,,5.9,,13.1,,0.5,,,M,,M,,,0,,0,,0,,8.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.25,25-03-2012 00:00,ON,2012,3,25,11.4,,4.2,,18.5,,0,,,M,,M,,,0,,0,,0,,6.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.26,26-03-2012 00:00,ON,2012,3,26,0.1,,-4.2,,4.4,,0,,,M,,M,,,0,,0,,0,,17.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.27,27-03-2012 00:00,ON,2012,3,27,-2,E,-6.8,E,2.8,E,1.8,,,M,,M,,,0,,0,,0,E,20,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.28,28-03-2012 00:00,ON,2012,3,28,10.1,,1.8,,18.4,,0.5,,,M,,M,,,0,,0,,0,,7.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.29,29-03-2012 00:00,ON,2012,3,29,0.1,,-4.6,,4.8,,0,,,M,,M,,,0,,0,,0,,17.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.30,30-03-2012 00:00,ON,2012,3,30,-0.8,,-6.5,,5,,0,,,M,,M,,,0,,0,,0,,18.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.3.31,31-03-2012 00:00,ON,2012,3,31,3.3,,-0.9,,7.5,,0,,,M,,M,,,0,,0,,0,,14.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.1,01-04-2012 00:00,ON,2012,4,1,2.8,,1.2,,4.4,,1.6,,,M,,M,,,0,,0,,0,,15.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.2,02-04-2012 00:00,ON,2012,4,2,6.1,,-0.2,,12.3,,0,,,M,,M,,,0,,0,,0,,11.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.3,03-04-2012 00:00,ON,2012,4,3,3.4,,-3.2,,9.9,,0,,,M,,M,,,0,,0,,0,,14.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.4,04-04-2012 00:00,ON,2012,4,4,5.8,,-0.4,,12,,0,,,M,,M,,,0,,0,,0,,12.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.5,05-04-2012 00:00,ON,2012,4,5,4.2,,-0.9,,9.3,,0,,,M,,M,,,0,,0,,0,,13.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.6,06-04-2012 00:00,ON,2012,4,6,6,,-0.1,,12.1,,0,,,M,,M,,,0,,0,,0,,12,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.7,07-04-2012 00:00,ON,2012,4,7,6.9,,-1.2,,15,,0,,,M,,M,,,0,,0,,0,,11.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.8,08-04-2012 00:00,ON,2012,4,8,7.8,,0.4,,15.1,,0,,,M,,M,,,0,,0,,0,,10.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.9,09-04-2012 00:00,ON,2012,4,9,7.7,,2.6,,12.8,,0,,,M,,M,,,0,,0,,0,,10.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.10,10-04-2012 00:00,ON,2012,4,10,4.8,,2.4,,7.1,,0,,,M,,M,,,0,,0,,0,,13.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.11,11-04-2012 00:00,ON,2012,4,11,6.6,,1.8,,11.4,,0,,,M,,M,,,0,,0,,0,,11.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.12,12-04-2012 00:00,ON,2012,4,12,6.3,,0.4,,12.1,,0,,,M,,M,,,0,,0,,0,,11.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.13,13-04-2012 00:00,ON,2012,4,13,6.5,,0,,13,,0,,,M,,M,,,0,,0,,0,,11.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.14,14-04-2012 00:00,ON,2012,4,14,6.4,,-1,,13.8,,0,,,M,,M,,,0,,0,,0,,11.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.15,15-04-2012 00:00,ON,2012,4,15,12.9,,9.7,,16,,0.3,,,M,,M,,,0,,0,,0,,5.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.16,16-04-2012 00:00,ON,2012,4,16,17.7,,9.9,,25.4,,0,,,M,,M,,,0,,0,,0,,0.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.17,17-04-2012 00:00,ON,2012,4,17,4.5,,-1.4,,10.3,,0,,,M,,M,,,0,,0,,0,,13.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.18,18-04-2012 00:00,ON,2012,4,18,3.2,,-3,,9.3,,0,,,M,,M,,,0,,0,,0,,14.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.19,19-04-2012 00:00,ON,2012,4,19,11.7,,2.5,,20.8,,0,,,M,,M,,,0,,0,,0,,6.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.20,20-04-2012 00:00,ON,2012,4,20,12.8,,7.1,,18.4,,2.3,,,M,,M,,,0,,0,,0,,5.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.21,21-04-2012 00:00,ON,2012,4,21,5.7,,3.8,,7.6,,5,,,M,,M,,,0,,0,,0,,12.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.22,22-04-2012 00:00,ON,2012,4,22,7.1,,2.7,,11.5,,0,,,M,,M,,,0,,0,,0,,10.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.23,23-04-2012 00:00,ON,2012,4,23,4.3,,1.7,,6.9,,10.1,,,M,,M,,,0,,0,,0,,13.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.24,24-04-2012 00:00,ON,2012,4,24,4,,1.1,,6.9,,1.3,,,M,,M,,,0,,0,,0,,14,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.25,25-04-2012 00:00,ON,2012,4,25,6.4,,-0.2,,13,,0,,,M,,M,,,0,,0,,0,,11.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.26,26-04-2012 00:00,ON,2012,4,26,4.5,,0,,8.9,,2.4,,,M,,M,,,0,,0,,0,,13.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2012.4.27,27-04-2012 00:00,ON,2012,4,27,1.8,,-3.2,,6.8,,0,,,M,,M,,,0,,0,,0,,16.2,,,,,
