x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,Year,Month,Day,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.3,03-06-2010 00:00,ON,2010,6,3,,M,,M,,M,,M,,M,,M,,,0,,0,,,M,,M,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.4,04-06-2010 00:00,ON,2010,6,4,17.6,,12.8,,22.3,,1.5,,,M,,M,,,0,,0,,0,,0.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.5,05-06-2010 00:00,ON,2010,6,5,20.7,,16.1,,25.2,,1,,,M,,M,,,,M,48,,2.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.6,06-06-2010 00:00,ON,2010,6,6,14.6,,10.8,,18.3,,14.8,,,M,,M,,,,M,54,,0,,3.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.7,07-06-2010 00:00,ON,2010,6,7,13.9,,9.6,,18.1,,0,,,M,,M,,,,M,52,,0,,4.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.8,08-06-2010 00:00,ON,2010,6,8,13.7,,7.1,,20.2,,0,,,M,,M,,,,M,37,,0,,4.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.9,09-06-2010 00:00,ON,2010,6,9,12.7,,11.2,,14.1,,3.3,,,M,,M,,,,M,44,,0,,5.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.10,10-06-2010 00:00,ON,2010,6,10,16,E,11.2,E,20.7,E,0,E,,M,,M,,,,M,,M,0,E,2,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.11,11-06-2010 00:00,ON,2010,6,11,17.1,,11.8,,22.4,,0,,,M,,M,,,0,,0,,0,,0.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.12,12-06-2010 00:00,ON,2010,6,12,16.5,,15.1,,17.9,,14.1,,,M,,M,,,,M,37,,0,,1.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.13,13-06-2010 00:00,ON,2010,6,13,19.2,,16,,22.4,,0,,,M,,M,,,0,,0,,1.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.14,14-06-2010 00:00,ON,2010,6,14,18.7,,12.1,,25.3,,0.5,,,M,,M,,,,M,35,,0.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.15,15-06-2010 00:00,ON,2010,6,15,16.9,,11.5,,22.2,,0,,,M,,M,,,0,,0,,0,,1.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.16,16-06-2010 00:00,ON,2010,6,16,20.1,,14.5,,25.6,,21,,,M,,M,,,,M,69,,2.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.17,17-06-2010 00:00,ON,2010,6,17,19.4,,14,,24.8,,0,,,M,,M,,,,M,50,,1.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.18,18-06-2010 00:00,ON,2010,6,18,18.2,,11.2,,25.2,,0,,,M,,M,,,,M,33,,0.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.19,19-06-2010 00:00,ON,2010,6,19,21.5,,15.7,,27.2,,3.3,,,M,,M,,,,M,50,,3.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.20,20-06-2010 00:00,ON,2010,6,20,21.3,,16.4,,26.2,,0,,,M,,M,,,,M,41,,3.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.21,21-06-2010 00:00,ON,2010,6,21,19.7,,14.7,,24.6,,0,,,M,,M,,,0,,0,,1.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.22,22-06-2010 00:00,ON,2010,6,22,19.7,,16.4,,23,,19.6,,,M,,M,,,0,,0,,1.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.23,23-06-2010 00:00,ON,2010,6,23,21.9,,16.5,,27.3,,0.3,,,M,,M,,,,M,41,,3.9,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.24,24-06-2010 00:00,ON,2010,6,24,20.8,,15.6,,25.9,,31.1,,,M,,M,,,,M,56,,2.8,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.25,25-06-2010 00:00,ON,2010,6,25,19.1,,13.5,,24.7,,0,,,M,,M,,,0,,0,,1.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.26,26-06-2010 00:00,ON,2010,6,26,17,,13.8,,20.1,,7,,,M,,M,,,0,,0,,0,,1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.27,27-06-2010 00:00,ON,2010,6,27,19.4,,15.6,,23.2,,20.6,,,M,,M,,,,M,37,,1.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.28,28-06-2010 00:00,ON,2010,6,28,21.8,,16.2,,27.4,,0.3,,,M,,M,,,,M,54,,3.8,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.29,29-06-2010 00:00,ON,2010,6,29,15.4,,10.1,,20.6,,0,,,M,,M,,,,M,46,,0,,2.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.6.30,30-06-2010 00:00,ON,2010,6,30,13.6,,8,,19.2,,0,,,M,,M,,,,M,48,,0,,4.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.1,01-07-2010 00:00,ON,2010,7,1,15.2,,8.9,,21.5,,0,,,M,,M,,,,M,46,,0,,2.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.2,02-07-2010 00:00,ON,2010,7,2,16.6,,10,,23.1,,0,,,M,,M,,,,M,33,,0,,1.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.3,03-07-2010 00:00,ON,2010,7,3,19.1,,10.5,,27.6,,0,,,M,,M,,,,M,41,,1.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.4,04-07-2010 00:00,ON,2010,7,4,20.4,E,11,E,29.7,E,0,,,M,,M,,,0,,0,,2.4,E,0,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.5,05-07-2010 00:00,ON,2010,7,5,,M,,M,,M,0,,,M,,M,,,0,,0,,,M,,M,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.6,06-07-2010 00:00,ON,2010,7,6,26,,19.9,,32.1,,0,,,M,,M,,,,M,32,,8,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.7,07-07-2010 00:00,ON,2010,7,7,25.6,,19.3,,31.9,,0,,,M,,M,,,0,,0,,7.6,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.8,08-07-2010 00:00,ON,2010,7,8,27.1,,21.4,,32.7,,0,,,M,,M,,,,M,33,,9.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.9,09-07-2010 00:00,ON,2010,7,9,21,,16.8,,25.2,,33.4,,,M,,M,,,0,,0,,3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.10,10-07-2010 00:00,ON,2010,7,10,21.5,,15.4,,27.6,,0,,,M,,M,,,,M,33,,3.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.11,11-07-2010 00:00,ON,2010,7,11,20.7,,13.6,,27.8,,0,,,M,,M,,,,M,33,,2.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.12,12-07-2010 00:00,ON,2010,7,12,21.6,,16.8,,26.4,,0,,,M,,M,,,0,,0,,3.6,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.13,13-07-2010 00:00,ON,2010,7,13,23.4,,19.4,,27.4,,0,,,M,,M,,,0,,0,,5.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.14,14-07-2010 00:00,ON,2010,7,14,23.2,,18.6,,27.8,,0,,,M,,M,,,0,,0,,5.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.15,15-07-2010 00:00,ON,2010,7,15,22.5,,16.7,,28.3,,0,,,M,,M,,,0,,0,,4.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.16,16-07-2010 00:00,ON,2010,7,16,26.4,,22.7,,30,,0,,,M,,M,,,,M,39,,8.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.17,17-07-2010 00:00,ON,2010,7,17,23.7,,18,,29.4,,3.8,,,M,,M,,,,M,46,,5.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.18,18-07-2010 00:00,ON,2010,7,18,20.1,E,14.8,E,25.4,E,0,E,,M,,M,,,,M,,M,2.1,E,0,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.19,19-07-2010 00:00,ON,2010,7,19,22.6,,18.4,,26.8,,1,,,M,,M,,,,M,43,,4.6,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.20,20-07-2010 00:00,ON,2010,7,20,20.9,,16,,25.7,,0,,,M,,M,,,0,,0,,2.9,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.21,21-07-2010 00:00,ON,2010,7,21,22.6,,16.1,,29.1,,1.6,,,M,,M,,,,M,46,,4.6,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.22,22-07-2010 00:00,ON,2010,7,22,21.9,,16.6,,27.2,,0,,,M,,M,,,0,,0,,3.9,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.23,23-07-2010 00:00,ON,2010,7,23,23.2,,16,,30.4,,45.3,,,M,,M,,,,M,39,,5.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.24,24-07-2010 00:00,ON,2010,7,24,23.5,,19.4,,27.6,,18.2,,,M,,M,,,,M,33,,5.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.25,25-07-2010 00:00,ON,2010,7,25,22.6,E,19.2,E,25.9,,0,,,M,,M,,,,M,35,,4.6,E,0,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.26,26-07-2010 00:00,ON,2010,7,26,21,,13.5,,28.5,,0,,,M,,M,,,,M,32,,3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.27,27-07-2010 00:00,ON,2010,7,27,20.7,,13.8,,27.5,,0,,,M,,M,,,0,,0,,2.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.28,28-07-2010 00:00,ON,2010,7,28,22.4,,15.4,,29.3,,2.3,,,M,,M,,,,M,48,,4.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.29,29-07-2010 00:00,ON,2010,7,29,19.5,,14.5,,24.5,,0,,,M,,M,,,,M,35,,1.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.30,30-07-2010 00:00,ON,2010,7,30,18,,13.4,,22.6,,0,,,M,,M,,,0,,0,,0,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.7.31,31-07-2010 00:00,ON,2010,7,31,18.2,,12.2,,24.2,,0,,,M,,M,,,0,,0,,0.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.1,01-08-2010 00:00,ON,2010,8,1,20,E,14.9,E,25,E,0,E,,M,,M,,,,M,,M,2,E,0,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.2,02-08-2010 00:00,ON,2010,8,2,21,,15.4,,26.5,,0,,,M,,M,,,0,,0,,3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.4,04-08-2010 00:00,ON,2010,8,4,24.1,,18.6,,29.6,,0,,,M,,M,,,,M,48,,6.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.5,05-08-2010 00:00,ON,2010,8,5,24.8,,18.6,,30.9,,0,,,M,,M,,,,M,48,,6.8,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.6,06-08-2010 00:00,ON,2010,8,6,16.2,,9.8,,22.6,,0,,,M,,M,,,,M,43,,0,,1.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.7,07-08-2010 00:00,ON,2010,8,7,15.4,,8.3,,22.5,,0,,,M,,M,,,,M,41,,0,,2.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.8,08-08-2010 00:00,ON,2010,8,8,19.8,E,14.8,E,24.8,E,4,E,,M,,M,,,,M,,M,1.8,E,0,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.9,09-08-2010 00:00,ON,2010,8,9,22,,17.4,,26.5,,8.8,,,M,,M,,,0,,0,,4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.10,10-08-2010 00:00,ON,2010,8,10,24.2,,20.2,,28.1,,0,,,M,,M,,,0,,0,,6.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.11,11-08-2010 00:00,ON,2010,8,11,23.6,,20.1,,27,,0,,,M,,M,,,0,,0,,5.6,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.12,12-08-2010 00:00,ON,2010,8,12,23.3,,18.9,,27.6,,0,,,M,,M,,,,M,33,,5.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.13,13-08-2010 00:00,ON,2010,8,13,22.2,,18.3,,26,,0,,,M,,M,,,0,,0,,4.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.14,14-08-2010 00:00,ON,2010,8,14,23,,19.2,,26.8,,0,,,M,,M,,,,M,32,,5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.15,15-08-2010 00:00,ON,2010,8,15,23.9,,19.9,,27.9,,7.3,,,M,,M,,,,M,41,,5.9,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.16,16-08-2010 00:00,ON,2010,8,16,20.3,,13.7,,26.8,,0,,,M,,M,,,,M,46,,2.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.17,17-08-2010 00:00,ON,2010,8,17,19.4,,11.4,,27.3,,0,,,M,,M,,,,M,56,,1.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.18,18-08-2010 00:00,ON,2010,8,18,18.3,,13.8,,22.7,,0,,,M,,M,,,0,,0,,0.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.19,19-08-2010 00:00,ON,2010,8,19,19.3,,12.3,,26.3,,5.4,,,M,,M,,,,M,80,,1.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.20,20-08-2010 00:00,ON,2010,8,20,16.4,,11.1,,21.7,,0,,,M,,M,,,0,,0,,0,,1.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.21,21-08-2010 00:00,ON,2010,8,21,19.5,,16.3,,22.6,,7.1,,,M,,M,,,,M,37,,1.5,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.22,22-08-2010 00:00,ON,2010,8,22,21.1,,18.8,,23.3,,14.3,,,M,,M,,,0,,0,,3.1,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.23,23-08-2010 00:00,ON,2010,8,23,19.2,,18,,20.4,,0,,,M,,M,,,,M,48,,1.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.24,24-08-2010 00:00,ON,2010,8,24,18.4,,13.8,,23,,0,,,M,,M,,,,M,32,,0.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.25,25-08-2010 00:00,ON,2010,8,25,19.2,,14.4,,24,,1.5,,,M,,M,,,0,,0,,1.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.26,26-08-2010 00:00,ON,2010,8,26,16.1,,10.6,,21.5,,0,,,M,,M,,,,M,43,,0,,1.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.27,27-08-2010 00:00,ON,2010,8,27,15.3,,8.6,,22,,0,,,M,,M,,,0,,0,,0,,2.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.28,28-08-2010 00:00,ON,2010,8,28,18.4,,10,,26.8,,0,,,M,,M,,,,M,43,,0.4,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.29,29-08-2010 00:00,ON,2010,8,29,20,,11.5,,28.4,,0,,,M,,M,,,0,,0,,2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.30,30-08-2010 00:00,ON,2010,8,30,22.7,,14.8,,30.6,,3.3,,,M,,M,,,,M,33,,4.7,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.8.31,31-08-2010 00:00,ON,2010,8,31,23.8,,17.6,,29.9,,0,,,M,,M,,,,M,33,,5.8,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.1,01-09-2010 00:00,ON,2010,9,1,24.2,,18.1,,30.3,,0,,,M,,M,,,,M,46,,6.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.2,02-09-2010 00:00,ON,2010,9,2,24.2,,20.1,,28.2,,6.1,,,M,,M,,,,M,39,,6.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.3,03-09-2010 00:00,ON,2010,9,3,20,,13.8,,26.2,,12.7,,,M,,M,,,,M,44,,2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.4,04-09-2010 00:00,ON,2010,9,4,14.8,,11.9,,17.7,,0.3,,,M,,M,,,,M,67,,0,,3.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.5,05-09-2010 00:00,ON,2010,9,5,13.3,,8,,18.6,,0,,,M,,M,,,,M,48,,0,,4.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.6,06-09-2010 00:00,ON,2010,9,6,13.2,,7.4,,19,,1,,,M,,M,,,0,,0,,0,,4.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.7,07-09-2010 00:00,ON,2010,9,7,20.3,,14,,26.5,,0.3,,,M,,M,,,,M,50,,2.3,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.8,08-09-2010 00:00,ON,2010,9,8,16.1,,13.1,,19.1,,0,,,M,,M,,,,M,56,,0,,1.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.9,09-09-2010 00:00,ON,2010,9,9,,M,12.5,E,,M,0,,,M,,M,,,0,,0,,,M,,M,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.10,10-09-2010 00:00,ON,2010,9,10,15.6,,10.5,,20.6,,0,,,M,,M,,,,M,33,,0,,2.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.11,11-09-2010 00:00,ON,2010,9,11,14.3,,8.7,,19.9,,2.3,,,M,,M,,,,M,33,,0,,3.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.12,12-09-2010 00:00,ON,2010,9,12,13.7,,8.1,,19.3,,0,,,M,,M,,,0,,0,,0,,4.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.13,13-09-2010 00:00,ON,2010,9,13,15.7,,8.1,,23.2,,0.8,,,M,,M,,,,M,41,,0,,2.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.14,14-09-2010 00:00,ON,2010,9,14,12.9,,6.2,,19.5,,0,,,M,,M,,,,M,43,,0,,5.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.15,15-09-2010 00:00,ON,2010,9,15,12.5,,7.5,,17.4,,0,,,M,,M,,,,M,32,,0,,5.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.16,16-09-2010 00:00,ON,2010,9,16,12.4,,10.5,,14.2,,19.8,,,M,,M,,,,M,44,,0,,5.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.17,17-09-2010 00:00,ON,2010,9,17,11.1,,6.6,,15.6,,0,,,M,,M,,,0,,0,,0,,6.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.18,18-09-2010 00:00,ON,2010,9,18,13,,6.3,,19.7,,0,,,M,,M,,,,M,41,,0,,5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.19,19-09-2010 00:00,ON,2010,9,19,13.1,,6.9,,19.2,,0,,,M,,M,,,0,,0,,0,,4.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.20,20-09-2010 00:00,ON,2010,9,20,11.4,,4.6,,18.1,,0,,,M,,M,,,,M,33,,0,,6.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.21,21-09-2010 00:00,ON,2010,9,21,14.4,,5.1,,23.6,,2.6,,,M,,M,,,,M,41,,0,,3.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.22,22-09-2010 00:00,ON,2010,9,22,15.3,,8.4,,22.2,,12.7,,,M,,M,,,,M,33,,0,,2.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.23,23-09-2010 00:00,ON,2010,9,23,13,,7.3,,18.7,,0,,,M,,M,,,,M,37,,0,,5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.24,24-09-2010 00:00,ON,2010,9,24,20.2,,13,,27.3,,0,,,M,,M,,,,M,65,,2.2,,0,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.25,25-09-2010 00:00,ON,2010,9,25,13,,8.2,,17.8,,0,,,M,,M,,,,M,50,,0,,5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.26,26-09-2010 00:00,ON,2010,9,26,11.1,E,6.5,E,15.7,,0,,,M,,M,,,,M,,M,0,E,6.9,E,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.27,27-09-2010 00:00,ON,2010,9,27,12.4,,7.2,,17.5,,4.1,,,M,,M,,,0,,0,,0,,5.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.28,28-09-2010 00:00,ON,2010,9,28,16.5,,13.1,,19.9,,6.3,,,M,,M,,,,M,35,,0,,1.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.29,29-09-2010 00:00,ON,2010,9,29,14.2,,10.3,,18.1,,0,,,M,,M,,,0,,0,,0,,3.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.9.30,30-09-2010 00:00,ON,2010,9,30,14.1,,10.7,,17.4,,0,,,M,,M,,,,M,32,,0,,3.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.1,01-10-2010 00:00,ON,2010,10,1,10.3,,3.7,,16.8,,0,,,M,,M,,,,M,50,,0,,7.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.2,02-10-2010 00:00,ON,2010,10,2,8,,3.2,,12.8,,0,,,M,,M,,,,M,32,,0,,10,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.3,03-10-2010 00:00,ON,2010,10,3,7.9,,3.2,,12.5,,0,,,M,,M,,,,M,33,,0,,10.1,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.4,04-10-2010 00:00,ON,2010,10,4,7.3,,2.7,,11.8,,1.1,,,M,,M,,,,M,32,,0,,10.7,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.5,05-10-2010 00:00,ON,2010,10,5,11.5,,8,,14.9,,21.4,,,M,,M,,,0,,0,,0,,6.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.6,06-10-2010 00:00,ON,2010,10,6,12.6,,7.6,,17.5,,0,,,M,,M,,,,M,37,,0,,5.4,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.8,08-10-2010 00:00,ON,2010,10,8,14.7,,5.5,,23.8,,0,,,M,,M,,,,M,50,,0,,3.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.9,09-10-2010 00:00,ON,2010,10,9,10.1,,3.6,,16.6,,0,,,M,,M,,,0,,0,,0,,7.9,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.10,10-10-2010 00:00,ON,2010,10,10,10.8,,0.4,,21.1,,0,,,M,,M,,,,M,35,,0,,7.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.11,11-10-2010 00:00,ON,2010,10,11,11.2,,7.4,,14.9,,0,,,M,,M,,,0,,0,,0,,6.8,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.12,12-10-2010 00:00,ON,2010,10,12,7.7,,2.3,,13,,0,,,M,,M,,,,M,33,,0,,10.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.13,13-10-2010 00:00,ON,2010,10,13,6.4,,-0.9,,13.6,,7.1,,,M,,M,,,0,,0,,0,,11.6,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.14,14-10-2010 00:00,ON,2010,10,14,7.8,,4.7,,10.9,,16.8,,,M,,M,,,,M,33,,0,,10.2,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.15,15-10-2010 00:00,ON,2010,10,15,7.5,,2.1,,12.8,,0,,,M,,M,,,,M,56,,0,,10.5,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.16,16-10-2010 00:00,ON,2010,10,16,8.7,,3.1,,14.3,,0,,,M,,M,,,,M,43,,0,,9.3,,,,,
-78.88334472,43.92277778,OSHAWA,6155875,6155875.2010.10.17,17-10-2010 00:00,ON,2010,10,17,10.5,,3.8,,17.2,,0,,,M,,M,,,,M,46,,0,,7.5,,,,,
