"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-78.88","43.92","OSHAWA","6155875","2017-04-06","2017","04","06","","7.2","","0.9","","4.1","","13.9","","0.0","","","M","","M","19.5","","","","34","","57",""
"-78.88","43.92","OSHAWA","6155875","2017-04-07","2017","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-04-08","2017","04","08","","11.7","","-2.4","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","27","","41",""
"-78.88","43.92","OSHAWA","6155875","2017-04-09","2017","04","09","","14.4","","-2.9","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","21","","33",""
"-78.88","43.92","OSHAWA","6155875","2017-04-10","2017","04","10","","20.0","","4.2","","12.1","","5.9","","0.0","","","M","","M","2.0","","","","21","","52",""
"-78.88","43.92","OSHAWA","6155875","2017-04-11","2017","04","11","","15.8","","8.5","","12.2","","5.8","","0.0","","","M","","M","1.2","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-04-12","2017","04","12","","8.7","","1.8","","5.3","","12.7","","0.0","","","M","","M","0.0","","","","26","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-04-13","2017","04","13","","12.4","","-1.7","","5.4","","12.6","","0.0","","","M","","M","0.0","","","","35","","33",""
"-78.88","43.92","OSHAWA","6155875","2017-04-14","2017","04","14","","14.5","","1.0","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-04-15","2017","04","15","","14.1","","4.3","","9.2","","8.8","","0.0","","","M","","M","9.2","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-04-16","2017","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-04-17","2017","04","17","","10.7","","0.8","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","30","","48",""
"-78.88","43.92","OSHAWA","6155875","2017-04-18","2017","04","18","","8.2","","-2.0","","3.1","","14.9","","0.0","","","M","","M","0.0","","","","9","","39",""
"-78.88","43.92","OSHAWA","6155875","2017-04-19","2017","04","19","","17.9","","5.9","","11.9","","6.1","","0.0","","","M","","M","4.5","","","","34","","41",""
"-78.88","43.92","OSHAWA","6155875","2017-04-20","2017","04","20","","9.1","","5.3","","7.2","","10.8","","0.0","","","M","","M","12.1","","","","7","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-04-21","2017","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-04-22","2017","04","22","","14.2","","4.6","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","34","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-04-23","2017","04","23","","17.4","","-0.9","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","21","","35",""
"-78.88","43.92","OSHAWA","6155875","2017-04-24","2017","04","24","","12.9","","4.4","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","11","","33",""
"-78.88","43.92","OSHAWA","6155875","2017-04-25","2017","04","25","","12.3","","6.0","","9.2","","8.8","","0.0","","","M","","M","2.0","","","","10","","46",""
"-78.88","43.92","OSHAWA","6155875","2017-04-26","2017","04","26","","17.9","","9.8","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","10","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-04-27","2017","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-04-28","2017","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-04-29","2017","04","29","","13.3","","6.6","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","31","","41",""
"-78.88","43.92","OSHAWA","6155875","2017-04-30","2017","04","30","","9.0","","3.3","","6.2","","11.8","","0.0","","","M","","M","13.1","","","","10","","43",""
"-78.88","43.92","OSHAWA","6155875","2017-05-01","2017","05","01","","16.2","","6.1","","11.2","","6.8","","0.0","","","M","","M","26.3","","","","27","","50",""
"-78.88","43.92","OSHAWA","6155875","2017-05-02","2017","05","02","","9.8","","6.3","","8.1","","9.9","","0.0","","","M","","M","2.0","","","","25","","56",""
"-78.88","43.92","OSHAWA","6155875","2017-05-03","2017","05","03","","14.0","","1.2","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","29","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-05-04","2017","05","04","","11.2","","1.1","","6.2","","11.8","","0.0","","","M","","M","15.5","","","","9","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-05-05","2017","05","05","","9.9","","7.3","","8.6","","9.4","","0.0","","","M","","M","25.2","","","","36","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-05-06","2017","05","06","","9.5","","5.1","","7.3","","10.7","","0.0","","","M","","M","2.1","","","","34","","52",""
"-78.88","43.92","OSHAWA","6155875","2017-05-07","2017","05","07","","8.9","","2.4","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","32","","50",""
"-78.88","43.92","OSHAWA","6155875","2017-05-08","2017","05","08","","11.3","","-1.3","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","30","","56",""
"-78.88","43.92","OSHAWA","6155875","2017-05-09","2017","05","09","","8.9","","3.5","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-10","2017","05","10","","10.3","","0.6","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-11","2017","05","11","","14.1","","4.6","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","10","","35",""
"-78.88","43.92","OSHAWA","6155875","2017-05-12","2017","05","12","","15.8","","2.6","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-13","2017","05","13","","14.9","","5.8","","10.4","","7.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-14","2017","05","14","","17.1","","3.7","","10.4","","7.6","","0.0","","","M","","M","0.2","","","","32","","61",""
"-78.88","43.92","OSHAWA","6155875","2017-05-15","2017","05","15","","19.2","","7.6","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","35","","43",""
"-78.88","43.92","OSHAWA","6155875","2017-05-16","2017","05","16","","16.8","","6.4","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-17","2017","05","17","","27.8","","8.7","","18.3","","0.0","","0.3","","","M","","M","0.0","","","","19","","54",""
"-78.88","43.92","OSHAWA","6155875","2017-05-18","2017","05","18","","27.2","","14.9","","21.1","","0.0","","3.1","","","M","","M","14.5","","","","28","","59",""
"-78.88","43.92","OSHAWA","6155875","2017-05-19","2017","05","19","","16.7","","9.1","","12.9","","5.1","","0.0","","","M","","M","0.0","","","","31","","41",""
"-78.88","43.92","OSHAWA","6155875","2017-05-20","2017","05","20","","16.6","","6.1","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","11","","41",""
"-78.88","43.92","OSHAWA","6155875","2017-05-21","2017","05","21","","14.5","","11.2","","12.9","","5.1","","0.0","","","M","","M","14.6","","","","11","","54",""
"-78.88","43.92","OSHAWA","6155875","2017-05-22","2017","05","22","","16.9","","6.2","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","27","","43",""
"-78.88","43.92","OSHAWA","6155875","2017-05-23","2017","05","23","","21.3","","5.1","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-24","2017","05","24","","23.1","","11.0","","17.1","","0.9","","0.0","","","M","","M","0.0","","","","8","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-05-25","2017","05","25","","16.0","","11.8","","13.9","","4.1","","0.0","","","M","","M","33.7","","","","10","","59",""
"-78.88","43.92","OSHAWA","6155875","2017-05-26","2017","05","26","","18.9","","11.9","","15.4","","2.6","","0.0","","","M","","M","2.7","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-27","2017","05","27","","17.5","","11.5","","14.5","","3.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-05-28","2017","05","28","","21.3","","10.2","","15.8","","2.2","","0.0","","","M","","M","6.6","","","","11","","33",""
"-78.88","43.92","OSHAWA","6155875","2017-05-29","2017","05","29","","23.5","","11.9","","17.7","","0.3","","0.0","","","M","","M","7.9","","","","27","","56",""
"-78.88","43.92","OSHAWA","6155875","2017-05-30","2017","05","30","","22.2","","11.3","","16.8","","1.2","","0.0","","","M","","M","6.5","","","","28","","54",""
"-78.88","43.92","OSHAWA","6155875","2017-05-31","2017","05","31","","21.9","","8.3","","15.1","","2.9","","0.0","","","M","","M","1.5","","","","17","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-06-01","2017","06","01","","17.5","","6.2","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","29","","48",""
"-78.88","43.92","OSHAWA","6155875","2017-06-02","2017","06","02","","19.2","","3.8","","11.5","","6.5","","0.0","","","M","","M","0.0","","","","33","","54",""
"-78.88","43.92","OSHAWA","6155875","2017-06-03","2017","06","03","","21.3","","8.9","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","1","","44",""
"-78.88","43.92","OSHAWA","6155875","2017-06-04","2017","06","04","","14.6","","10.6","","12.6","","5.4","","0.0","","","M","","M","8.9","","","","11","","33",""
"-78.88","43.92","OSHAWA","6155875","2017-06-05","2017","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-06-06","2017","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-06-07","2017","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-06-08","2017","06","08","","23.4","","7.3","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-06-09","2017","06","09","","24.8","","9.0","","16.9","","1.1","","0.0","","","M","","M","4.5","","","","22","","39",""
"-78.88","43.92","OSHAWA","6155875","2017-06-10","2017","06","10","","25.8","","12.5","","19.2","","0.0","","1.2","","","M","","M","0.0","","","","22","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-06-11","2017","06","11","","27.7","","18.5","","23.1","","0.0","","5.1","","","M","","M","0.0","","","","20","","48",""
"-78.88","43.92","OSHAWA","6155875","2017-06-12","2017","06","12","","29.0","","15.1","","22.1","","0.0","","4.1","","","M","","M","0.0","","","","20","","39",""
"-78.88","43.92","OSHAWA","6155875","2017-06-13","2017","06","13","","24.0","","14.0","","19.0","","0.0","","1.0","","","M","","M","2.1","","","","33","","46",""
"-78.88","43.92","OSHAWA","6155875","2017-06-14","2017","06","14","","","M","12.8","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2017-06-15","2017","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2017-06-16","2017","06","16","","27.7","","15.8","","21.8","","0.0","","3.8","","","M","","M","5.5","","","","26","","32",""
"-78.88","43.92","OSHAWA","6155875","2017-06-17","2017","06","17","","26.4","","17.3","","21.9","","0.0","","3.9","","","M","","M","8.3","","","","29","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-06-18","2017","06","18","","27.8","","17.7","","22.8","","0.0","","4.8","","","M","","M","4.8","","","","21","","54",""
"-78.88","43.92","OSHAWA","6155875","2017-06-19","2017","06","19","","26.0","","14.4","","20.2","","0.0","","2.2","","","M","","M","13.8","","","","20","","37",""
"-78.88","43.92","OSHAWA","6155875","2017-06-20","2017","06","20","","21.9","","12.8","","17.4","","0.6","","0.0","","","M","","M","12.4","","","","28","","50",""
